id,value,category
894513,-37,3
894514,-36,4
894515,-35,5
894516,-34,6
894517,-33,7
894518,-32,8
894519,-31,9
894520,-30,0
894521,-29,1
894522,-28,2
894523,-27,3
894524,-26,4
894525,-25,5
894526,-24,6
894527,-23,7
894528,-22,8
894529,-21,9
894530,-20,0
894531,-19,1
894532,-18,2
894533,-17,3
894534,-16,4
894535,-15,5
894536,-14,6
894537,-13,7
894538,-12,8
894539,-11,9
894540,-10,0
894541,-9,1
894542,-8,2
894543,-7,3
894544,-6,4
894545,-5,5
894546,-4,6
894547,-3,7
894548,-2,8
894549,-1,9
894550,0,0
894551,1,1
894552,2,2
894553,3,3
894554,4,4
894555,5,5
894556,6,6
894557,7,7
894558,8,8
894559,9,9
894560,10,0
894561,11,1
894562,12,2
894563,13,3
894564,14,4
894565,15,5
894566,16,6
894567,17,7
894568,18,8
894569,19,9
894570,20,0
894571,21,1
894572,22,2
894573,23,3
894574,24,4
894575,25,5
894576,26,6
894577,27,7
894578,28,8
894579,29,9
894580,30,0
894581,31,1
894582,32,2
894583,33,3
894584,34,4
894585,35,5
894586,36,6
894587,37,7
894588,38,8
894589,39,9
894590,40,0
894591,41,1
894592,42,2
894593,43,3
894594,44,4
894595,45,5
894596,46,6
894597,47,7
894598,48,8
894599,49,9
894600,-50,0
894601,-49,1
894602,-48,2
894603,-47,3
894604,-46,4
894605,-45,5
894606,-44,6
894607,-43,7
894608,-42,8
894609,-41,9
894610,-40,0
894611,-39,1
894612,-38,2
894613,-37,3
894614,-36,4
894615,-35,5
894616,-34,6
894617,-33,7
894618,-32,8
894619,-31,9
894620,-30,0
894621,-29,1
894622,-28,2
894623,-27,3
894624,-26,4
894625,-25,5
894626,-24,6
894627,-23,7
894628,-22,8
894629,-21,9
894630,-20,0
894631,-19,1
894632,-18,2
894633,-17,3
894634,-16,4
894635,-15,5
894636,-14,6
894637,-13,7
894638,-12,8
894639,-11,9
894640,-10,0
894641,-9,1
894642,-8,2
894643,-7,3
894644,-6,4
894645,-5,5
894646,-4,6
894647,-3,7
894648,-2,8
894649,-1,9
894650,0,0
894651,1,1
894652,2,2
894653,3,3
894654,4,4
894655,5,5
894656,6,6
894657,7,7
894658,8,8
894659,9,9
894660,10,0
894661,11,1
894662,12,2
894663,13,3
894664,14,4
894665,15,5
894666,16,6
894667,17,7
894668,18,8
894669,19,9
894670,20,0
894671,21,1
894672,22,2
894673,23,3
894674,24,4
894675,25,5
894676,26,6
894677,27,7
894678,28,8
894679,29,9
894680,30,0
894681,31,1
894682,32,2
894683,33,3
894684,34,4
894685,35,5
894686,36,6
894687,37,7
894688,38,8
894689,39,9
894690,40,0
894691,41,1
894692,42,2
894693,43,3
894694,44,4
894695,45,5
894696,46,6
894697,47,7
894698,48,8
894699,49,9
894700,-50,0
894701,-49,1
894702,-48,2
894703,-47,3
894704,-46,4
894705,-45,5
894706,-44,6
894707,-43,7
894708,-42,8
894709,-41,9
894710,-40,0
894711,-39,1
894712,-38,2
894713,-37,3
894714,-36,4
894715,-35,5
894716,-34,6
894717,-33,7
894718,-32,8
894719,-31,9
894720,-30,0
894721,-29,1
894722,-28,2
894723,-27,3
894724,-26,4
894725,-25,5
894726,-24,6
894727,-23,7
894728,-22,8
894729,-21,9
894730,-20,0
894731,-19,1
894732,-18,2
894733,-17,3
894734,-16,4
894735,-15,5
894736,-14,6
894737,-13,7
894738,-12,8
894739,-11,9
894740,-10,0
894741,-9,1
894742,-8,2
894743,-7,3
894744,-6,4
894745,-5,5
894746,-4,6
894747,-3,7
894748,-2,8
894749,-1,9
894750,0,0
894751,1,1
894752,2,2
894753,3,3
894754,4,4
894755,5,5
894756,6,6
894757,7,7
894758,8,8
894759,9,9
894760,10,0
894761,11,1
894762,12,2
894763,13,3
894764,14,4
894765,15,5
894766,16,6
894767,17,7
894768,18,8
894769,19,9
894770,20,0
894771,21,1
894772,22,2
894773,23,3
894774,24,4
894775,25,5
894776,26,6
894777,27,7
894778,28,8
894779,29,9
894780,30,0
894781,31,1
894782,32,2
894783,33,3
894784,34,4
894785,35,5
894786,36,6
894787,37,7
894788,38,8
894789,39,9
894790,40,0
894791,41,1
894792,42,2
894793,43,3
894794,44,4
894795,45,5
894796,46,6
894797,47,7
894798,48,8
894799,49,9
894800,-50,0
894801,-49,1
894802,-48,2
894803,-47,3
894804,-46,4
894805,-45,5
894806,-44,6
894807,-43,7
894808,-42,8
894809,-41,9
894810,-40,0
894811,-39,1
894812,-38,2
894813,-37,3
894814,-36,4
894815,-35,5
894816,-34,6
894817,-33,7
894818,-32,8
894819,-31,9
894820,-30,0
894821,-29,1
894822,-28,2
894823,-27,3
894824,-26,4
894825,-25,5
894826,-24,6
894827,-23,7
894828,-22,8
894829,-21,9
894830,-20,0
894831,-19,1
894832,-18,2
894833,-17,3
894834,-16,4
894835,-15,5
894836,-14,6
894837,-13,7
894838,-12,8
894839,-11,9
894840,-10,0
894841,-9,1
894842,-8,2
894843,-7,3
894844,-6,4
894845,-5,5
894846,-4,6
894847,-3,7
894848,-2,8
894849,-1,9
894850,0,0
894851,1,1
894852,2,2
894853,3,3
894854,4,4
894855,5,5
894856,6,6
894857,7,7
894858,8,8
894859,9,9
894860,10,0
894861,11,1
894862,12,2
894863,13,3
894864,14,4
894865,15,5
894866,16,6
894867,17,7
894868,18,8
894869,19,9
894870,20,0
894871,21,1
894872,22,2
894873,23,3
894874,24,4
894875,25,5
894876,26,6
894877,27,7
894878,28,8
894879,29,9
894880,30,0
894881,31,1
894882,32,2
894883,33,3
894884,34,4
894885,35,5
894886,36,6
894887,37,7
894888,38,8
894889,39,9
894890,40,0
894891,41,1
894892,42,2
894893,43,3
894894,44,4
894895,45,5
894896,46,6
894897,47,7
894898,48,8
894899,49,9
894900,-50,0
894901,-49,1
894902,-48,2
894903,-47,3
894904,-46,4
894905,-45,5
894906,-44,6
894907,-43,7
894908,-42,8
894909,-41,9
894910,-40,0
894911,-39,1
894912,-38,2
894913,-37,3
894914,-36,4
894915,-35,5
894916,-34,6
894917,-33,7
894918,-32,8
894919,-31,9
894920,-30,0
894921,-29,1
894922,-28,2
894923,-27,3
894924,-26,4
894925,-25,5
894926,-24,6
894927,-23,7
894928,-22,8
894929,-21,9
894930,-20,0
894931,-19,1
894932,-18,2
894933,-17,3
894934,-16,4
894935,-15,5
894936,-14,6
894937,-13,7
894938,-12,8
894939,-11,9
894940,-10,0
894941,-9,1
894942,-8,2
894943,-7,3
894944,-6,4
894945,-5,5
894946,-4,6
894947,-3,7
894948,-2,8
894949,-1,9
894950,0,0
894951,1,1
894952,2,2
894953,3,3
894954,4,4
894955,5,5
894956,6,6
894957,7,7
894958,8,8
894959,9,9
894960,10,0
894961,11,1
894962,12,2
894963,13,3
894964,14,4
894965,15,5
894966,16,6
894967,17,7
894968,18,8
894969,19,9
894970,20,0
894971,21,1
894972,22,2
894973,23,3
894974,24,4
894975,25,5
894976,26,6
894977,27,7
894978,28,8
894979,29,9
894980,30,0
894981,31,1
894982,32,2
894983,33,3
894984,34,4
894985,35,5
894986,36,6
894987,37,7
894988,38,8
894989,39,9
894990,40,0
894991,41,1
894992,42,2
894993,43,3
894994,44,4
894995,45,5
894996,46,6
894997,47,7
894998,48,8
894999,49,9
895000,-50,0
895001,-49,1
895002,-48,2
895003,-47,3
895004,-46,4
895005,-45,5
895006,-44,6
895007,-43,7
895008,-42,8
895009,-41,9
895010,-40,0
895011,-39,1
895012,-38,2
895013,-37,3
895014,-36,4
895015,-35,5
895016,-34,6
895017,-33,7
895018,-32,8
895019,-31,9
895020,-30,0
895021,-29,1
895022,-28,2
895023,-27,3
895024,-26,4
895025,-25,5
895026,-24,6
895027,-23,7
895028,-22,8
895029,-21,9
895030,-20,0
895031,-19,1
895032,-18,2
895033,-17,3
895034,-16,4
895035,-15,5
895036,-14,6
895037,-13,7
895038,-12,8
895039,-11,9
895040,-10,0
895041,-9,1
895042,-8,2
895043,-7,3
895044,-6,4
895045,-5,5
895046,-4,6
895047,-3,7
895048,-2,8
895049,-1,9
895050,0,0
895051,1,1
895052,2,2
895053,3,3
895054,4,4
895055,5,5
895056,6,6
895057,7,7
895058,8,8
895059,9,9
895060,10,0
895061,11,1
895062,12,2
895063,13,3
895064,14,4
895065,15,5
895066,16,6
895067,17,7
895068,18,8
895069,19,9
895070,20,0
895071,21,1
895072,22,2
895073,23,3
895074,24,4
895075,25,5
895076,26,6
895077,27,7
895078,28,8
895079,29,9
895080,30,0
895081,31,1
895082,32,2
895083,33,3
895084,34,4
895085,35,5
895086,36,6
895087,37,7
895088,38,8
895089,39,9
895090,40,0
895091,41,1
895092,42,2
895093,43,3
895094,44,4
895095,45,5
895096,46,6
895097,47,7
895098,48,8
895099,49,9
895100,-50,0
895101,-49,1
895102,-48,2
895103,-47,3
895104,-46,4
895105,-45,5
895106,-44,6
895107,-43,7
895108,-42,8
895109,-41,9
895110,-40,0
895111,-39,1
895112,-38,2
895113,-37,3
895114,-36,4
895115,-35,5
895116,-34,6
895117,-33,7
895118,-32,8
895119,-31,9
895120,-30,0
895121,-29,1
895122,-28,2
895123,-27,3
895124,-26,4
895125,-25,5
895126,-24,6
895127,-23,7
895128,-22,8
895129,-21,9
895130,-20,0
895131,-19,1
895132,-18,2
895133,-17,3
895134,-16,4
895135,-15,5
895136,-14,6
895137,-13,7
895138,-12,8
895139,-11,9
895140,-10,0
895141,-9,1
895142,-8,2
895143,-7,3
895144,-6,4
895145,-5,5
895146,-4,6
895147,-3,7
895148,-2,8
895149,-1,9
895150,0,0
895151,1,1
895152,2,2
895153,3,3
895154,4,4
895155,5,5
895156,6,6
895157,7,7
895158,8,8
895159,9,9
895160,10,0
895161,11,1
895162,12,2
895163,13,3
895164,14,4
895165,15,5
895166,16,6
895167,17,7
895168,18,8
895169,19,9
895170,20,0
895171,21,1
895172,22,2
895173,23,3
895174,24,4
895175,25,5
895176,26,6
895177,27,7
895178,28,8
895179,29,9
895180,30,0
895181,31,1
895182,32,2
895183,33,3
895184,34,4
895185,35,5
895186,36,6
895187,37,7
895188,38,8
895189,39,9
895190,40,0
895191,41,1
895192,42,2
895193,43,3
895194,44,4
895195,45,5
895196,46,6
895197,47,7
895198,48,8
895199,49,9
895200,-50,0
895201,-49,1
895202,-48,2
895203,-47,3
895204,-46,4
895205,-45,5
895206,-44,6
895207,-43,7
895208,-42,8
895209,-41,9
895210,-40,0
895211,-39,1
895212,-38,2
895213,-37,3
895214,-36,4
895215,-35,5
895216,-34,6
895217,-33,7
895218,-32,8
895219,-31,9
895220,-30,0
895221,-29,1
895222,-28,2
895223,-27,3
895224,-26,4
895225,-25,5
895226,-24,6
895227,-23,7
895228,-22,8
895229,-21,9
895230,-20,0
895231,-19,1
895232,-18,2
895233,-17,3
895234,-16,4
895235,-15,5
895236,-14,6
895237,-13,7
895238,-12,8
895239,-11,9
895240,-10,0
895241,-9,1
895242,-8,2
895243,-7,3
895244,-6,4
895245,-5,5
895246,-4,6
895247,-3,7
895248,-2,8
895249,-1,9
895250,0,0
895251,1,1
895252,2,2
895253,3,3
895254,4,4
895255,5,5
895256,6,6
895257,7,7
895258,8,8
895259,9,9
895260,10,0
895261,11,1
895262,12,2
895263,13,3
895264,14,4
895265,15,5
895266,16,6
895267,17,7
895268,18,8
895269,19,9
895270,20,0
895271,21,1
895272,22,2
895273,23,3
895274,24,4
895275,25,5
895276,26,6
895277,27,7
895278,28,8
895279,29,9
895280,30,0
895281,31,1
895282,32,2
895283,33,3
895284,34,4
895285,35,5
895286,36,6
895287,37,7
895288,38,8
895289,39,9
895290,40,0
895291,41,1
895292,42,2
895293,43,3
895294,44,4
895295,45,5
895296,46,6
895297,47,7
895298,48,8
895299,49,9
895300,-50,0
895301,-49,1
895302,-48,2
895303,-47,3
895304,-46,4
895305,-45,5
895306,-44,6
895307,-43,7
895308,-42,8
895309,-41,9
895310,-40,0
895311,-39,1
895312,-38,2
895313,-37,3
895314,-36,4
895315,-35,5
895316,-34,6
895317,-33,7
895318,-32,8
895319,-31,9
895320,-30,0
895321,-29,1
895322,-28,2
895323,-27,3
895324,-26,4
895325,-25,5
895326,-24,6
895327,-23,7
895328,-22,8
895329,-21,9
895330,-20,0
895331,-19,1
895332,-18,2
895333,-17,3
895334,-16,4
895335,-15,5
895336,-14,6
895337,-13,7
895338,-12,8
895339,-11,9
895340,-10,0
895341,-9,1
895342,-8,2
895343,-7,3
895344,-6,4
895345,-5,5
895346,-4,6
895347,-3,7
895348,-2,8
895349,-1,9
895350,0,0
895351,1,1
895352,2,2
895353,3,3
895354,4,4
895355,5,5
895356,6,6
895357,7,7
895358,8,8
895359,9,9
895360,10,0
895361,11,1
895362,12,2
895363,13,3
895364,14,4
895365,15,5
895366,16,6
895367,17,7
895368,18,8
895369,19,9
895370,20,0
895371,21,1
895372,22,2
895373,23,3
895374,24,4
895375,25,5
895376,26,6
895377,27,7
895378,28,8
895379,29,9
895380,30,0
895381,31,1
895382,32,2
895383,33,3
895384,34,4
895385,35,5
895386,36,6
895387,37,7
895388,38,8
895389,39,9
895390,40,0
895391,41,1
895392,42,2
895393,43,3
895394,44,4
895395,45,5
895396,46,6
895397,47,7
895398,48,8
895399,49,9
895400,-50,0
895401,-49,1
895402,-48,2
895403,-47,3
895404,-46,4
895405,-45,5
895406,-44,6
895407,-43,7
895408,-42,8
895409,-41,9
895410,-40,0
895411,-39,1
895412,-38,2
895413,-37,3
895414,-36,4
895415,-35,5
895416,-34,6
895417,-33,7
895418,-32,8
895419,-31,9
895420,-30,0
895421,-29,1
895422,-28,2
895423,-27,3
895424,-26,4
895425,-25,5
895426,-24,6
895427,-23,7
895428,-22,8
895429,-21,9
895430,-20,0
895431,-19,1
895432,-18,2
895433,-17,3
895434,-16,4
895435,-15,5
895436,-14,6
895437,-13,7
895438,-12,8
895439,-11,9
895440,-10,0
895441,-9,1
895442,-8,2
895443,-7,3
895444,-6,4
895445,-5,5
895446,-4,6
895447,-3,7
895448,-2,8
895449,-1,9
895450,0,0
895451,1,1
895452,2,2
895453,3,3
895454,4,4
895455,5,5
895456,6,6
895457,7,7
895458,8,8
895459,9,9
895460,10,0
895461,11,1
895462,12,2
895463,13,3
895464,14,4
895465,15,5
895466,16,6
895467,17,7
895468,18,8
895469,19,9
895470,20,0
895471,21,1
895472,22,2
895473,23,3
895474,24,4
895475,25,5
895476,26,6
895477,27,7
895478,28,8
895479,29,9
895480,30,0
895481,31,1
895482,32,2
895483,33,3
895484,34,4
895485,35,5
895486,36,6
895487,37,7
895488,38,8
895489,39,9
895490,40,0
895491,41,1
895492,42,2
895493,43,3
895494,44,4
895495,45,5
895496,46,6
895497,47,7
895498,48,8
895499,49,9
895500,-50,0
895501,-49,1
895502,-48,2
895503,-47,3
895504,-46,4
895505,-45,5
895506,-44,6
895507,-43,7
895508,-42,8
895509,-41,9
895510,-40,0
895511,-39,1
895512,-38,2
895513,-37,3
895514,-36,4
895515,-35,5
895516,-34,6
895517,-33,7
895518,-32,8
895519,-31,9
895520,-30,0
895521,-29,1
895522,-28,2
895523,-27,3
895524,-26,4
895525,-25,5
895526,-24,6
895527,-23,7
895528,-22,8
895529,-21,9
895530,-20,0
895531,-19,1
895532,-18,2
895533,-17,3
895534,-16,4
895535,-15,5
895536,-14,6
895537,-13,7
895538,-12,8
895539,-11,9
895540,-10,0
895541,-9,1
895542,-8,2
895543,-7,3
895544,-6,4
895545,-5,5
895546,-4,6
895547,-3,7
895548,-2,8
895549,-1,9
895550,0,0
895551,1,1
895552,2,2
895553,3,3
895554,4,4
895555,5,5
895556,6,6
895557,7,7
895558,8,8
895559,9,9
895560,10,0
895561,11,1
895562,12,2
895563,13,3
895564,14,4
895565,15,5
895566,16,6
895567,17,7
895568,18,8
895569,19,9
895570,20,0
895571,21,1
895572,22,2
895573,23,3
895574,24,4
895575,25,5
895576,26,6
895577,27,7
895578,28,8
895579,29,9
895580,30,0
895581,31,1
895582,32,2
895583,33,3
895584,34,4
895585,35,5
895586,36,6
895587,37,7
895588,38,8
895589,39,9
895590,40,0
895591,41,1
895592,42,2
895593,43,3
895594,44,4
895595,45,5
895596,46,6
895597,47,7
895598,48,8
895599,49,9
895600,-50,0
895601,-49,1
895602,-48,2
895603,-47,3
895604,-46,4
895605,-45,5
895606,-44,6
895607,-43,7
895608,-42,8
895609,-41,9
895610,-40,0
895611,-39,1
895612,-38,2
895613,-37,3
895614,-36,4
895615,-35,5
895616,-34,6
895617,-33,7
895618,-32,8
895619,-31,9
895620,-30,0
895621,-29,1
895622,-28,2
895623,-27,3
895624,-26,4
895625,-25,5
895626,-24,6
895627,-23,7
895628,-22,8
895629,-21,9
895630,-20,0
895631,-19,1
895632,-18,2
895633,-17,3
895634,-16,4
895635,-15,5
895636,-14,6
895637,-13,7
895638,-12,8
895639,-11,9
895640,-10,0
895641,-9,1
895642,-8,2
895643,-7,3
895644,-6,4
895645,-5,5
895646,-4,6
895647,-3,7
895648,-2,8
895649,-1,9
895650,0,0
895651,1,1
895652,2,2
895653,3,3
895654,4,4
895655,5,5
895656,6,6
895657,7,7
895658,8,8
895659,9,9
895660,10,0
895661,11,1
895662,12,2
895663,13,3
895664,14,4
895665,15,5
895666,16,6
895667,17,7
895668,18,8
895669,19,9
895670,20,0
895671,21,1
895672,22,2
895673,23,3
895674,24,4
895675,25,5
895676,26,6
895677,27,7
895678,28,8
895679,29,9
895680,30,0
895681,31,1
895682,32,2
895683,33,3
895684,34,4
895685,35,5
895686,36,6
895687,37,7
895688,38,8
895689,39,9
895690,40,0
895691,41,1
895692,42,2
895693,43,3
895694,44,4
895695,45,5
895696,46,6
895697,47,7
895698,48,8
895699,49,9
895700,-50,0
895701,-49,1
895702,-48,2
895703,-47,3
895704,-46,4
895705,-45,5
895706,-44,6
895707,-43,7
895708,-42,8
895709,-41,9
895710,-40,0
895711,-39,1
895712,-38,2
895713,-37,3
895714,-36,4
895715,-35,5
895716,-34,6
895717,-33,7
895718,-32,8
895719,-31,9
895720,-30,0
895721,-29,1
895722,-28,2
895723,-27,3
895724,-26,4
895725,-25,5
895726,-24,6
895727,-23,7
895728,-22,8
895729,-21,9
895730,-20,0
895731,-19,1
895732,-18,2
895733,-17,3
895734,-16,4
895735,-15,5
895736,-14,6
895737,-13,7
895738,-12,8
895739,-11,9
895740,-10,0
895741,-9,1
895742,-8,2
895743,-7,3
895744,-6,4
895745,-5,5
895746,-4,6
895747,-3,7
895748,-2,8
895749,-1,9
895750,0,0
895751,1,1
895752,2,2
895753,3,3
895754,4,4
895755,5,5
895756,6,6
895757,7,7
895758,8,8
895759,9,9
895760,10,0
895761,11,1
895762,12,2
895763,13,3
895764,14,4
895765,15,5
895766,16,6
895767,17,7
895768,18,8
895769,19,9
895770,20,0
895771,21,1
895772,22,2
895773,23,3
895774,24,4
895775,25,5
895776,26,6
895777,27,7
895778,28,8
895779,29,9
895780,30,0
895781,31,1
895782,32,2
895783,33,3
895784,34,4
895785,35,5
895786,36,6
895787,37,7
895788,38,8
895789,39,9
895790,40,0
895791,41,1
895792,42,2
895793,43,3
895794,44,4
895795,45,5
895796,46,6
895797,47,7
895798,48,8
895799,49,9
895800,-50,0
895801,-49,1
895802,-48,2
895803,-47,3
895804,-46,4
895805,-45,5
895806,-44,6
895807,-43,7
895808,-42,8
895809,-41,9
895810,-40,0
895811,-39,1
895812,-38,2
895813,-37,3
895814,-36,4
895815,-35,5
895816,-34,6
895817,-33,7
895818,-32,8
895819,-31,9
895820,-30,0
895821,-29,1
895822,-28,2
895823,-27,3
895824,-26,4
895825,-25,5
895826,-24,6
895827,-23,7
895828,-22,8
895829,-21,9
895830,-20,0
895831,-19,1
895832,-18,2
895833,-17,3
895834,-16,4
895835,-15,5
895836,-14,6
895837,-13,7
895838,-12,8
895839,-11,9
895840,-10,0
895841,-9,1
895842,-8,2
895843,-7,3
895844,-6,4
895845,-5,5
895846,-4,6
895847,-3,7
895848,-2,8
895849,-1,9
895850,0,0
895851,1,1
895852,2,2
895853,3,3
895854,4,4
895855,5,5
895856,6,6
895857,7,7
895858,8,8
895859,9,9
895860,10,0
895861,11,1
895862,12,2
895863,13,3
895864,14,4
895865,15,5
895866,16,6
895867,17,7
895868,18,8
895869,19,9
895870,20,0
895871,21,1
895872,22,2
895873,23,3
895874,24,4
895875,25,5
895876,26,6
895877,27,7
895878,28,8
895879,29,9
895880,30,0
895881,31,1
895882,32,2
895883,33,3
895884,34,4
895885,35,5
895886,36,6
895887,37,7
895888,38,8
895889,39,9
895890,40,0
895891,41,1
895892,42,2
895893,43,3
895894,44,4
895895,45,5
895896,46,6
895897,47,7
895898,48,8
895899,49,9
895900,-50,0
895901,-49,1
895902,-48,2
895903,-47,3
895904,-46,4
895905,-45,5
895906,-44,6
895907,-43,7
895908,-42,8
895909,-41,9
895910,-40,0
895911,-39,1
895912,-38,2
895913,-37,3
895914,-36,4
895915,-35,5
895916,-34,6
895917,-33,7
895918,-32,8
895919,-31,9
895920,-30,0
895921,-29,1
895922,-28,2
895923,-27,3
895924,-26,4
895925,-25,5
895926,-24,6
895927,-23,7
895928,-22,8
895929,-21,9
895930,-20,0
895931,-19,1
895932,-18,2
895933,-17,3
895934,-16,4
895935,-15,5
895936,-14,6
895937,-13,7
895938,-12,8
895939,-11,9
895940,-10,0
895941,-9,1
895942,-8,2
895943,-7,3
895944,-6,4
895945,-5,5
895946,-4,6
895947,-3,7
895948,-2,8
895949,-1,9
895950,0,0
895951,1,1
895952,2,2
895953,3,3
895954,4,4
895955,5,5
895956,6,6
895957,7,7
895958,8,8
895959,9,9
895960,10,0
895961,11,1
895962,12,2
895963,13,3
895964,14,4
895965,15,5
895966,16,6
895967,17,7
895968,18,8
895969,19,9
895970,20,0
895971,21,1
895972,22,2
895973,23,3
895974,24,4
895975,25,5
895976,26,6
895977,27,7
895978,28,8
895979,29,9
895980,30,0
895981,31,1
895982,32,2
895983,33,3
895984,34,4
895985,35,5
895986,36,6
895987,37,7
895988,38,8
895989,39,9
895990,40,0
895991,41,1
895992,42,2
895993,43,3
895994,44,4
895995,45,5
895996,46,6
895997,47,7
895998,48,8
895999,49,9
896000,-50,0
896001,-49,1
896002,-48,2
896003,-47,3
896004,-46,4
896005,-45,5
896006,-44,6
896007,-43,7
896008,-42,8
896009,-41,9
896010,-40,0
896011,-39,1
896012,-38,2
896013,-37,3
896014,-36,4
896015,-35,5
896016,-34,6
896017,-33,7
896018,-32,8
896019,-31,9
896020,-30,0
896021,-29,1
896022,-28,2
896023,-27,3
896024,-26,4
896025,-25,5
896026,-24,6
